Sales Person,Product,Country,Date,Amount,Boxes,Order Status
Barr Faughny,Orange Choco,Canada,12-Jul-24,468,43,Shipped
Gigi Bohling,Peanut Butter Cubes,USA,12-Jul-24,6086.25,321,Shipped
Kelci Walkden,White Choc,USA,12-Jul-24,5238,262,Shipped
Wilone O'Kielt,Choco Coated Almonds,New Zealand,12-Jul-24,4488.75,409,Shipped
Roddy Speechley,Mint Chip Choco,New Zealand,12-Jul-24,2693.25,208,Shipped
Wilone O'Kielt,Fruit & Nut Bars,USA,12-Jul-24,10082.25,439,Shipped
Ches Bonnell,Spicy Special Slims,UK,12-Jul-24,3888,216,Shipped
Brien Boise,Drinking Coco,USA,12-Jul-24,6169.5,686,Shipped
Madelene Upcott,White Choc,India,12-Jul-24,5422.5,247,Shipped
Ches Bonnell,Drinking Coco,USA,12-Jul-24,5143.5,515,Shipped
Jehu Rudeforth,Organic Choco Syrup,India,12-Jul-24,12262.5,584,Shipped
Brien Boise,Mint Chip Choco,USA,15-Jul-24,1953,217,Shipped
Husein Augar,Milk Bars,UK,15-Jul-24,4556.25,269,Shipped
Madelene Upcott,Eclairs,UK,15-Jul-24,1570.5,72,Shipped
Jehu Rudeforth,99% Dark & Pure,USA,15-Jul-24,3213,134,Shipped
Barr Faughny,Spicy Special Slims,USA,15-Jul-24,5951.25,331,Shipped
Wilone O'Kielt,Spicy Special Slims,New Zealand,15-Jul-24,9085.5,455,Shipped
Gunar Cockshoot,Drinking Coco,India,15-Jul-24,4995,500,Shipped
Rafaelita Blaksland,Choco Coated Almonds,India,15-Jul-24,4218.75,302,Shipped
Barr Faughny,99% Dark & Pure,India,16-Jul-24,2133,102,Shipped
Dennison Crosswaite,Fruit & Nut Bars,Canada,16-Jul-24,10608.75,393,Shipped
Brien Boise,Raspberry Choco,UK,16-Jul-24,2121.75,304,Shipped
Gigi Bohling,Peanut Butter Cubes,New Zealand,16-Jul-24,7989.75,333,Shipped
Dennison Crosswaite,Orange Choco,USA,17-Jul-24,4189.5,699,Shipped
Kelci Walkden,Baker's Choco Chips,UK,17-Jul-24,6045.75,378,Shipped
Madelene Upcott,Choco Coated Almonds,Canada,18-Jul-24,3323.25,303,Shipped
Madelene Upcott,85% Dark Bars,UK,18-Jul-24,771.75,33,Shipped
Beverie Moffet,Fruit & Nut Bars,USA,18-Jul-24,6495.75,241,Shipped
Madelene Upcott,85% Dark Bars,UK,18-Jul-24,6759,308,Shipped
Roddy Speechley,Peanut Butter Cubes,USA,18-Jul-24,8538.75,407,Shipped
Kelci Walkden,Drinking Coco,UK,18-Jul-24,6129,511,Shipped
Jehu Rudeforth,Smooth Silky Salty,Australia,18-Jul-24,10361.25,1296,Shipped
Roddy Speechley,Orange Choco,USA,18-Jul-24,8322.75,833,Shipped
Curtice Advani,50% Dark Bites,India,18-Jul-24,2495.25,125,Shipped
Andria Kimpton,Raspberry Choco,USA,18-Jul-24,6970.5,698,Shipped
Oby Sorrel,Spicy Special Slims,India,18-Jul-24,1046.25,56,Shipped
Oby Sorrel,Mint Chip Choco,UK,18-Jul-24,1406.25,128,Shipped
Andria Kimpton,99% Dark & Pure,UK,18-Jul-24,13412.25,584,Shipped
Curtice Advani,Milk Bars,UK,19-Jul-24,6615,390,Cancelled
Madelene Upcott,Choco Coated Almonds,UK,19-Jul-24,3035.25,203,Shipped
Dotty Strutley,Baker's Choco Chips,Australia,19-Jul-24,6493.5,361,Shipped
Brien Boise,Choco Coated Almonds,New Zealand,19-Jul-24,2484,226,Shipped
Brien Boise,Milk Bars,Canada,19-Jul-24,4538.25,253,Shipped
Oby Sorrel,Manuka Honey Choco,Canada,19-Jul-24,1455.75,81,Shipped
Oby Sorrel,Eclairs,New Zealand,19-Jul-24,378,20,Shipped
Barr Faughny,99% Dark & Pure,India,19-Jul-24,9897.75,495,Shipped
Ches Bonnell,50% Dark Bites,India,19-Jul-24,5112,244,Shipped
Brien Boise,After Nines,Australia,19-Jul-24,7011,585,Shipped
Barr Faughny,Mint Chip Choco,India,19-Jul-24,1624.5,148,Shipped
Andria Kimpton,Orange Choco,UK,19-Jul-24,10894.5,1362,Shipped
Roddy Speechley,Mint Chip Choco,Canada,19-Jul-24,4950,381,Shipped
Gunar Cockshoot,Manuka Honey Choco,USA,19-Jul-24,978.75,49,Shipped
Marney O'Breen,Eclairs,USA,19-Jul-24,9333,425,Shipped
Barr Faughny,Baker's Choco Chips,India,22-Jul-24,5688,356,Shipped
Rafaelita Blaksland,Fruit & Nut Bars,UK,22-Jul-24,10860.75,453,Shipped
Brien Boise,Choco Coated Almonds,Canada,22-Jul-24,758.25,55,Shipped
Dotty Strutley,Peanut Butter Cubes,USA,22-Jul-24,6311.25,263,Shipped
Rafaelita Blaksland,Eclairs,UK,22-Jul-24,5782.5,305,Shipped
Andria Kimpton,Eclairs,UK,22-Jul-24,6133.5,267,Shipped
Jehu Rudeforth,99% Dark & Pure,UK,22-Jul-24,5656.5,270,Shipped
Dotty Strutley,85% Dark Bars,USA,22-Jul-24,5325.75,205,Shipped
Curtice Advani,Peanut Butter Cubes,UK,22-Jul-24,3577.5,179,Shipped
Dennison Crosswaite,Peanut Butter Cubes,UK,22-Jul-24,6000.75,273,Shipped
Kelci Walkden,50% Dark Bites,Canada,22-Jul-24,5679,335,Shipped
Kelci Walkden,Peanut Butter Cubes,Australia,23-Jul-24,785.25,42,Shipped
Husein Augar,Choco Coated Almonds,USA,23-Jul-24,4725,394,Shipped
Brien Boise,Peanut Butter Cubes,New Zealand,23-Jul-24,6414.75,268,Shipped
Beverie Moffet,Mint Chip Choco,Canada,23-Jul-24,4920.75,547,Shipped
Jehu Rudeforth,Mint Chip Choco,UK,23-Jul-24,555.75,56,Shipped
Gunar Cockshoot,85% Dark Bars,UK,23-Jul-24,3723.75,144,Shipped
Curtice Advani,Choco Coated Almonds,New Zealand,23-Jul-24,5658.75,436,Shipped
Husein Augar,99% Dark & Pure,India,23-Jul-24,8610.75,392,Shipped
Andria Kimpton,Choco Coated Almonds,Australia,23-Jul-24,7965,797,Shipped
Gunar Cockshoot,70% Dark Bites,UK,23-Jul-24,4623.75,272,Shipped
Jehu Rudeforth,Choco Coated Almonds,USA,23-Jul-24,4194,280,Shipped
Madelene Upcott,Manuka Honey Choco,Canada,23-Jul-24,7607.25,346,Shipped
Dotty Strutley,Mint Chip Choco,Australia,23-Jul-24,4092.75,293,Shipped
Husein Augar,Baker's Choco Chips,India,23-Jul-24,8734.5,514,Shipped
Barr Faughny,Spicy Special Slims,New Zealand,23-Jul-24,2799,165,Shipped
Madelene Upcott,Drinking Coco,India,24-Jul-24,5384.25,539,Shipped
Gunar Cockshoot,Eclairs,UK,24-Jul-24,2918.25,127,Shipped
Marney O'Breen,Milk Bars,UK,24-Jul-24,776.25,46,Shipped
Gigi Bohling,70% Dark Bites,UK,24-Jul-24,2349,147,Shipped
Dotty Strutley,85% Dark Bars,Australia,24-Jul-24,11747.25,490,Shipped
Kelci Walkden,85% Dark Bars,USA,24-Jul-24,796.5,32,Shipped
Van Tuxwell,Baker's Choco Chips,India,24-Jul-24,3064.5,154,Shipped
Madelene Upcott,99% Dark & Pure,UK,24-Jul-24,3147.75,144,Shipped
Husein Augar,Orange Choco,UK,24-Jul-24,1991.25,200,Shipped
Brien Boise,50% Dark Bites,India,24-Jul-24,5143.5,258,Shipped
Wilone O'Kielt,Milk Bars,New Zealand,24-Jul-24,4218.75,223,Shipped
Beverie Moffet,Peanut Butter Cubes,UK,24-Jul-24,6219,328,Shipped
Dotty Strutley,70% Dark Bites,New Zealand,24-Jul-24,3647.25,183,Shipped
Van Tuxwell,Raspberry Choco,UK,24-Jul-24,11081.25,1109,Shipped
Madelene Upcott,Choco Coated Almonds,USA,25-Jul-24,4428,443,Shipped
Beverie Moffet,85% Dark Bars,India,25-Jul-24,6698.25,268,Shipped
Husein Augar,50% Dark Bites,India,25-Jul-24,2076.75,116,Shipped
Dotty Strutley,85% Dark Bars,New Zealand,25-Jul-24,9303.75,388,Shipped
Wilone O'Kielt,Mint Chip Choco,Australia,25-Jul-24,272.25,31,Shipped
Madelene Upcott,85% Dark Bars,New Zealand,25-Jul-24,6763.5,295,Shipped
Andria Kimpton,Drinking Coco,UK,25-Jul-24,5159.25,397,Shipped
Gunar Cockshoot,Peanut Butter Cubes,UK,25-Jul-24,9326.25,406,Shipped
Jan Morforth,Milk Bars,USA,26-Jul-24,38.25,3,Shipped
Andria Kimpton,Drinking Coco,UK,26-Jul-24,4846.5,606,Shipped
Kelci Walkden,Orange Choco,New Zealand,26-Jul-24,9027,1003,Cancelled
Gunar Cockshoot,50% Dark Bites,India,26-Jul-24,4227.75,249,Shipped
Gigi Bohling,Orange Choco,UK,26-Jul-24,7645.5,956,Shipped
Brien Boise,50% Dark Bites,Canada,26-Jul-24,4682.25,261,Shipped
Dennison Crosswaite,Mint Chip Choco,New Zealand,26-Jul-24,4029.75,448,Shipped
Rafaelita Blaksland,Spicy Special Slims,New Zealand,26-Jul-24,1471.5,99,Shipped
Kaine Padly,Orange Choco,Australia,26-Jul-24,3469.5,386,Shipped
Camilla Castle,Choco Coated Almonds,USA,26-Jul-24,1404,117,Cancelled
Madelene Upcott,Eclairs,India,26-Jul-24,5384.25,245,Shipped
Ches Bonnell,Mint Chip Choco,Australia,26-Jul-24,508.5,51,Shipped
Brien Boise,Smooth Silky Salty,New Zealand,26-Jul-24,8394.75,1200,Shipped
Jan Morforth,Mint Chip Choco,USA,26-Jul-24,8777.25,676,Cancelled
Madelene Upcott,Milk Bars,Australia,26-Jul-24,1829.25,88,Shipped
Roddy Speechley,Fruit & Nut Bars,India,26-Jul-24,9092.25,350,Shipped
Gunar Cockshoot,70% Dark Bites,New Zealand,29-Jul-24,4.5,1,Shipped
Barr Faughny,Organic Choco Syrup,UK,29-Jul-24,171,10,Shipped
Van Tuxwell,Peanut Butter Cubes,Australia,29-Jul-24,4340.25,229,Shipped
Beverie Moffet,Drinking Coco,Canada,29-Jul-24,5685.75,632,Shipped
Kaine Padly,Caramel Stuffed Bars,USA,29-Jul-24,3091.5,155,Shipped
Gunar Cockshoot,Smooth Silky Salty,UK,29-Jul-24,4290.75,613,Shipped
Roddy Speechley,Drinking Coco,India,29-Jul-24,6075,760,Shipped
Brien Boise,Drinking Coco,USA,29-Jul-24,5028.75,629,Shipped
Gigi Bohling,Drinking Coco,USA,29-Jul-24,5465.25,684,Shipped
Wilone O'Kielt,Almond Choco,New Zealand,29-Jul-24,951.75,80,Shipped
Kelci Walkden,Orange Choco,New Zealand,29-Jul-24,9389.25,1342,Shipped
Wilone O'Kielt,Mint Chip Choco,UK,29-Jul-24,7184.25,719,Shipped
Marney O'Breen,Choco Coated Almonds,UK,30-Jul-24,4763.25,477,Shipped
Madelene Upcott,After Nines,UK,30-Jul-24,6606,661,Shipped
Madelene Upcott,Manuka Honey Choco,USA,30-Jul-24,8869.5,404,Shipped
Barr Faughny,Drinking Coco,India,30-Jul-24,5708.25,714,Shipped
Van Tuxwell,Peanut Butter Cubes,UK,30-Jul-24,6081.75,265,Shipped
Barr Faughny,Mint Chip Choco,Australia,30-Jul-24,9184.5,707,Shipped
Curtice Advani,99% Dark & Pure,UK,30-Jul-24,5667.75,258,Shipped
Van Tuxwell,Baker's Choco Chips,USA,30-Jul-24,4587.75,242,Shipped
Wilone O'Kielt,Choco Coated Almonds,Australia,30-Jul-24,6032.25,549,Shipped
Kelci Walkden,Mint Chip Choco,Australia,30-Jul-24,3793.5,292,Shipped
Andria Kimpton,50% Dark Bites,New Zealand,30-Jul-24,3609,172,Shipped
Curtice Advani,85% Dark Bars,USA,30-Jul-24,9083.25,413,Shipped
Ches Bonnell,Mint Chip Choco,India,30-Jul-24,3280.5,329,Shipped
Barr Faughny,Drinking Coco,Canada,30-Jul-24,4812.75,602,Shipped
Barr Faughny,Organic Choco Syrup,UK,30-Jul-24,4396.5,245,Shipped
Dotty Strutley,Choco Coated Almonds,Canada,30-Jul-24,2126.25,213,Shipped
Roddy Speechley,Milk Bars,USA,30-Jul-24,7654.5,383,Shipped
Gunar Cockshoot,Smooth Silky Salty,USA,31-Jul-24,3737.25,340,Shipped
Rafaelita Blaksland,Peanut Butter Cubes,UK,31-Jul-24,6536.25,327,Shipped
Andria Kimpton,70% Dark Bites,USA,31-Jul-24,8813.25,464,Shipped
Husein Augar,Baker's Choco Chips,New Zealand,31-Jul-24,803.25,48,Shipped
Andria Kimpton,70% Dark Bites,India,31-Jul-24,2488.5,131,Shipped
Dotty Strutley,Choco Coated Almonds,India,31-Jul-24,5928.75,424,Shipped
Jehu Rudeforth,Raspberry Choco,UK,31-Jul-24,5330.25,762,Shipped
Gigi Bohling,99% Dark & Pure,USA,31-Jul-24,7260.75,364,Shipped
Madelene Upcott,Mint Chip Choco,India,31-Jul-24,1210.5,135,Shipped
Marney O'Breen,70% Dark Bites,New Zealand,31-Jul-24,9803.25,613,Cancelled
Madelene Upcott,Eclairs,UK,31-Jul-24,5730.75,302,Shipped
Roddy Speechley,Organic Choco Syrup,New Zealand,01-Aug-24,4632.75,202,Shipped
Marney O'Breen,Eclairs,India,01-Aug-24,5118.75,270,Shipped
Dotty Strutley,Milk Bars,India,01-Aug-24,3161.25,186,Shipped
Andria Kimpton,After Nines,UK,01-Aug-24,9337.5,779,Shipped
Andria Kimpton,Orange Choco,Australia,02-Aug-24,13727.25,1962,Cancelled
Madelene Upcott,99% Dark & Pure,UK,02-Aug-24,3318.75,159,Cancelled
Wilone O'Kielt,99% Dark & Pure,Canada,02-Aug-24,8322.75,397,Shipped
Oby Sorrel,Baker's Choco Chips,UK,02-Aug-24,3100.5,207,Shipped
Kelci Walkden,Peanut Butter Cubes,USA,02-Aug-24,8367.75,381,Shipped
Marney O'Breen,Orange Choco,Australia,02-Aug-24,1694.25,170,Shipped
Madelene Upcott,Peanut Butter Cubes,Australia,02-Aug-24,8313.75,416,Shipped
Rafaelita Blaksland,70% Dark Bites,UK,02-Aug-24,1242,74,Shipped
Kelci Walkden,Eclairs,Canada,02-Aug-24,10053,438,Shipped
Kelci Walkden,50% Dark Bites,New Zealand,02-Aug-24,7859.25,437,Shipped
Oby Sorrel,Fruit & Nut Bars,UK,02-Aug-24,7699.5,308,Shipped
Jan Morforth,70% Dark Bites,UK,02-Aug-24,4491,225,Cancelled
Rafaelita Blaksland,Smooth Silky Salty,UK,02-Aug-24,5809.5,581,Shipped
Andria Kimpton,Baker's Choco Chips,UK,02-Aug-24,2916,154,Shipped
Kaine Padly,Organic Choco Syrup,India,02-Aug-24,14040,702,Shipped
Madelene Upcott,Raspberry Choco,India,02-Aug-24,699.75,117,Shipped
Van Tuxwell,Manuka Honey Choco,New Zealand,02-Aug-24,8925.75,496,Shipped
Karlen McCaffrey,Mint Chip Choco,Australia,02-Aug-24,2801.25,201,Shipped
Kelci Walkden,99% Dark & Pure,Australia,02-Aug-24,9483.75,396,Shipped
Brien Boise,Drinking Coco,New Zealand,02-Aug-24,5829.75,449,Shipped
Brien Boise,Smooth Silky Salty,Canada,02-Aug-24,6927.75,770,Shipped
Oby Sorrel,Eclairs,USA,02-Aug-24,1498.5,72,Shipped
Roddy Speechley,Fruit & Nut Bars,India,02-Aug-24,8847,385,Shipped
Husein Augar,After Nines,New Zealand,05-Aug-24,9049.5,905,Shipped
Barr Faughny,Milk Bars,New Zealand,05-Aug-24,4965.75,249,Shipped
Beverie Moffet,85% Dark Bars,New Zealand,06-Aug-24,6077.25,265,Shipped
Barr Faughny,Orange Choco,Australia,06-Aug-24,456.75,58,Shipped
Husein Augar,50% Dark Bites,USA,06-Aug-24,231.75,12,Cancelled
Marney O'Breen,70% Dark Bites,New Zealand,06-Aug-24,2668.5,149,Shipped
Jehu Rudeforth,Baker's Choco Chips,Australia,06-Aug-24,3496.5,206,Shipped
Ches Bonnell,50% Dark Bites,Canada,06-Aug-24,6477.75,360,Shipped
Van Tuxwell,White Choc,India,06-Aug-24,6855.75,299,Shipped
Roddy Speechley,Fruit & Nut Bars,USA,06-Aug-24,3525.75,131,Shipped
Kelci Walkden,After Nines,New Zealand,06-Aug-24,3280.5,253,Shipped
Beverie Moffet,Drinking Coco,USA,06-Aug-24,5766.75,641,Shipped
Kelci Walkden,Milk Bars,Canada,07-Aug-24,3152.25,151,Shipped
Dotty Strutley,Eclairs,UK,07-Aug-24,15.75,1,Shipped
Curtice Advani,Milk Bars,UK,07-Aug-24,5994,353,Shipped
Madelene Upcott,Orange Choco,USA,07-Aug-24,272.25,28,Shipped
Wilone O'Kielt,Drinking Coco,India,07-Aug-24,5706,634,Shipped
Curtice Advani,Choco Coated Almonds,India,07-Aug-24,6520.5,593,Shipped
Jan Morforth,Peanut Butter Cubes,Canada,07-Aug-24,12051,603,Cancelled
Madelene Upcott,50% Dark Bites,USA,07-Aug-24,8619.75,479,Shipped
Jehu Rudeforth,Smooth Silky Salty,Canada,07-Aug-24,8824.5,803,Shipped
Wilone O'Kielt,Orange Choco,USA,07-Aug-24,4061.25,407,Cancelled
Camilla Castle,99% Dark & Pure,UK,07-Aug-24,15590.25,650,Shipped
Kaine Padly,Peanut Butter Cubes,Canada,08-Aug-24,5730.75,273,Shipped
Van Tuxwell,Mint Chip Choco,UK,08-Aug-24,1050.75,117,Shipped
Madelene Upcott,Baker's Choco Chips,UK,08-Aug-24,13961.25,931,Shipped
Husein Augar,Spicy Special Slims,UK,08-Aug-24,11216.25,624,Shipped
Barr Faughny,Mint Chip Choco,Australia,08-Aug-24,7618.5,693,Shipped
Barr Faughny,Mint Chip Choco,Canada,08-Aug-24,2130.75,214,Shipped
Kelci Walkden,Orange Choco,Canada,08-Aug-24,10599.75,1060,Shipped
Madelene Upcott,Peanut Butter Cubes,Canada,08-Aug-24,7476.75,312,Shipped
Madelene Upcott,99% Dark & Pure,New Zealand,09-Aug-24,9576,417,Shipped
Madelene Upcott,Mint Chip Choco,New Zealand,09-Aug-24,351,27,Shipped
Roddy Speechley,Orange Choco,USA,09-Aug-24,7056,706,Shipped
Marney O'Breen,Orange Choco,India,09-Aug-24,4943.25,707,Shipped
Husein Augar,Organic Choco Syrup,India,09-Aug-24,5071.5,267,Shipped
Gunar Cockshoot,Choco Coated Almonds,New Zealand,09-Aug-24,2371.5,216,Shipped
Dotty Strutley,85% Dark Bars,USA,09-Aug-24,8496,340,Shipped
Curtice Advani,Drinking Coco,India,09-Aug-24,5267.25,439,Shipped
Roddy Speechley,Spicy Special Slims,Canada,09-Aug-24,3683.25,194,Shipped
Andria Kimpton,Peanut Butter Cubes,UK,09-Aug-24,4178.25,199,Shipped
Rafaelita Blaksland,Manuka Honey Choco,USA,09-Aug-24,7029,320,Shipped
Roddy Speechley,Mint Chip Choco,UK,09-Aug-24,1649.25,138,Shipped
Roddy Speechley,Eclairs,UK,09-Aug-24,1946.25,85,Shipped
Van Tuxwell,Eclairs,USA,09-Aug-24,1001.25,51,Shipped
Oby Sorrel,Almond Choco,UK,12-Aug-24,90,10,Shipped
Madelene Upcott,Choco Coated Almonds,USA,12-Aug-24,5643,435,Shipped
Roddy Speechley,Choco Coated Almonds,UK,12-Aug-24,10496.25,750,Shipped
Gunar Cockshoot,Drinking Coco,India,12-Aug-24,5226.75,403,Shipped
Curtice Advani,Manuka Honey Choco,Canada,12-Aug-24,8725.5,460,Shipped
Ches Bonnell,Drinking Coco,Canada,13-Aug-24,5278.5,480,Shipped
Dotty Strutley,Raspberry Choco,India,13-Aug-24,357.75,72,Shipped
Rafaelita Blaksland,Spicy Special Slims,Australia,13-Aug-24,3906,261,Shipped
Husein Augar,White Choc,Canada,13-Aug-24,1923.75,92,Shipped
Marney O'Breen,Smooth Silky Salty,USA,13-Aug-24,5166,431,Shipped
Husein Augar,Drinking Coco,UK,13-Aug-24,5874.75,653,Shipped
Oby Sorrel,Almond Choco,UK,13-Aug-24,11110.5,1235,Shipped
Dotty Strutley,70% Dark Bites,Australia,13-Aug-24,4322.25,255,Shipped
Marney O'Breen,Choco Coated Almonds,India,13-Aug-24,5253.75,438,Shipped
Gunar Cockshoot,Mint Chip Choco,USA,13-Aug-24,2288.25,229,Cancelled
Dotty Strutley,Orange Choco,Australia,13-Aug-24,8811,801,Shipped
Curtice Advani,Eclairs,India,13-Aug-24,1032.75,55,Shipped
Camilla Castle,Eclairs,USA,14-Aug-24,9184.5,418,Shipped
Brien Boise,Manuka Honey Choco,New Zealand,14-Aug-24,6738.75,293,Shipped
Rafaelita Blaksland,Organic Choco Syrup,Australia,14-Aug-24,7645.5,365,Shipped
Husein Augar,Manuka Honey Choco,India,14-Aug-24,5229,291,Shipped
Oby Sorrel,Manuka Honey Choco,India,15-Aug-24,4556.25,228,Shipped
Madelene Upcott,50% Dark Bites,India,15-Aug-24,9317.25,424,Shipped
Rafaelita Blaksland,50% Dark Bites,UK,15-Aug-24,13560.75,714,Shipped
Dotty Strutley,Eclairs,India,15-Aug-24,7888.5,376,Shipped
Kaine Padly,Orange Choco,UK,16-Aug-24,8649,1442,Shipped
Dotty Strutley,Mint Chip Choco,UK,16-Aug-24,2610,290,Shipped
Kelci Walkden,85% Dark Bars,USA,16-Aug-24,81,4,Shipped
Marney O'Breen,99% Dark & Pure,UK,16-Aug-24,5946.75,271,Shipped
Madelene Upcott,Caramel Stuffed Bars,Canada,16-Aug-24,3663,167,Shipped
Gunar Cockshoot,Organic Choco Syrup,India,16-Aug-24,4547.25,253,Cancelled
Gunar Cockshoot,Organic Choco Syrup,Canada,16-Aug-24,7528.5,397,Shipped
Gigi Bohling,Spicy Special Slims,USA,16-Aug-24,7213.5,361,Shipped
Madelene Upcott,Spicy Special Slims,India,16-Aug-24,8194.5,410,Shipped
Karlen McCaffrey,Mint Chip Choco,USA,16-Aug-24,1383.75,107,Shipped
Curtice Advani,Baker's Choco Chips,India,16-Aug-24,4378.5,244,Cancelled
Madelene Upcott,Organic Choco Syrup,UK,19-Aug-24,7098.75,355,Shipped
Ches Bonnell,Mint Chip Choco,UK,19-Aug-24,4011.75,402,Shipped
Curtice Advani,85% Dark Bars,USA,19-Aug-24,4081.5,171,Shipped
Wilone O'Kielt,Orange Choco,Canada,19-Aug-24,15549.75,1414,Shipped
Wilone O'Kielt,Organic Choco Syrup,UK,19-Aug-24,6795,358,Shipped
Dennison Crosswaite,70% Dark Bites,Canada,19-Aug-24,76.5,4,Shipped
Andria Kimpton,Eclairs,New Zealand,19-Aug-24,1581.75,84,Shipped
Roddy Speechley,85% Dark Bars,Canada,19-Aug-24,9663.75,421,Shipped
Dotty Strutley,Drinking Coco,USA,19-Aug-24,5859,533,Shipped
Marney O'Breen,Spicy Special Slims,Canada,19-Aug-24,6187.5,387,Shipped
Jehu Rudeforth,Eclairs,Canada,19-Aug-24,2684.25,150,Shipped
Rafaelita Blaksland,Orange Choco,USA,19-Aug-24,6941.25,772,Shipped
Dotty Strutley,Baker's Choco Chips,India,19-Aug-24,4063.5,254,Shipped
Barr Faughny,Mint Chip Choco,New Zealand,19-Aug-24,7521.75,538,Shipped
Kelci Walkden,White Choc,Australia,19-Aug-24,4275,214,Shipped
Brien Boise,Peanut Butter Cubes,New Zealand,19-Aug-24,7562.25,379,Shipped
Husein Augar,Manuka Honey Choco,USA,20-Aug-24,6912,301,Shipped
Gunar Cockshoot,Mint Chip Choco,UK,20-Aug-24,2400.75,241,Shipped
Van Tuxwell,85% Dark Bars,India,20-Aug-24,6448.5,269,Shipped
Ches Bonnell,Eclairs,Australia,20-Aug-24,2515.5,115,Shipped
Gunar Cockshoot,Choco Coated Almonds,Australia,20-Aug-24,405,41,Shipped
Van Tuxwell,Baker's Choco Chips,Canada,20-Aug-24,2157.75,144,Shipped
Karlen McCaffrey,Peanut Butter Cubes,UK,20-Aug-24,9429.75,429,Shipped
Van Tuxwell,85% Dark Bars,USA,20-Aug-24,193.5,10,Shipped
Karlen McCaffrey,Eclairs,Australia,20-Aug-24,1698.75,85,Shipped
Wilone O'Kielt,Choco Coated Almonds,UK,20-Aug-24,3057.75,236,Shipped
Curtice Advani,Almond Choco,Canada,20-Aug-24,14472,1809,Shipped
Brien Boise,Mint Chip Choco,UK,20-Aug-24,1575,113,Shipped
Husein Augar,After Nines,Australia,20-Aug-24,7485.75,749,Shipped
Oby Sorrel,Milk Bars,India,20-Aug-24,3726,170,Shipped
Kelci Walkden,Organic Choco Syrup,UK,20-Aug-24,10813.5,471,Shipped
Madelene Upcott,White Choc,USA,20-Aug-24,7530.75,302,Shipped
Gunar Cockshoot,Drinking Coco,UK,20-Aug-24,5766.75,481,Shipped
Karlen McCaffrey,Mint Chip Choco,USA,20-Aug-24,6401.25,493,Shipped
Madelene Upcott,Drinking Coco,UK,20-Aug-24,6468.75,589,Shipped
Husein Augar,85% Dark Bars,India,21-Aug-24,7139.25,311,Shipped
Kelci Walkden,70% Dark Bites,UK,21-Aug-24,6372,319,Shipped
Roddy Speechley,50% Dark Bites,UK,21-Aug-24,3170.25,145,Shipped
Gunar Cockshoot,Spicy Special Slims,UK,21-Aug-24,16476.75,1099,Shipped
Dennison Crosswaite,Peanut Butter Cubes,UK,21-Aug-24,9432,450,Shipped
Dennison Crosswaite,Drinking Coco,USA,21-Aug-24,6102,678,Shipped
Kelci Walkden,Smooth Silky Salty,Australia,21-Aug-24,330.75,31,Shipped
Marney O'Breen,Spicy Special Slims,India,21-Aug-24,317.25,22,Shipped
Brien Boise,Peanut Butter Cubes,Canada,21-Aug-24,8570.25,358,Shipped
Wilone O'Kielt,Choco Coated Almonds,India,21-Aug-24,3260.25,272,Shipped
Jan Morforth,Fruit & Nut Bars,Australia,21-Aug-24,3096,115,Cancelled
Gigi Bohling,Raspberry Choco,USA,21-Aug-24,2074.5,231,Shipped
Oby Sorrel,Smooth Silky Salty,UK,21-Aug-24,10084.5,917,Shipped
Kelci Walkden,Mint Chip Choco,New Zealand,21-Aug-24,1008,84,Shipped
Wilone O'Kielt,Raspberry Choco,Canada,21-Aug-24,3843,769,Cancelled
Beverie Moffet,Choco Coated Almonds,USA,21-Aug-24,3730.5,340,Shipped
Madelene Upcott,85% Dark Bars,India,22-Aug-24,2173.5,99,Shipped
Dotty Strutley,Choco Coated Almonds,Australia,22-Aug-24,2481.75,191,Shipped
Kelci Walkden,Baker's Choco Chips,UK,22-Aug-24,14123.25,942,Shipped
Andria Kimpton,Smooth Silky Salty,UK,22-Aug-24,11643.75,1294,Shipped
Husein Augar,Almond Choco,UK,22-Aug-24,4612.5,462,Shipped
Beverie Moffet,Mint Chip Choco,UK,22-Aug-24,4972.5,553,Shipped
Ches Bonnell,Spicy Special Slims,Canada,22-Aug-24,4227.75,249,Shipped
Roddy Speechley,White Choc,Canada,22-Aug-24,3552.75,149,Shipped
Roddy Speechley,Choco Coated Almonds,USA,23-Aug-24,3449.25,230,Shipped
Barr Faughny,85% Dark Bars,UK,23-Aug-24,10026,456,Shipped
Husein Augar,Smooth Silky Salty,USA,23-Aug-24,7191,899,Shipped
Marney O'Breen,Milk Bars,UK,23-Aug-24,7530.75,359,Shipped
